title,company,skills,description,other_requirements,job_type,url
IT & Backend Developer - Fresher - Fresher,ZedPlus Accounting And Finance,Flask | JavaScript | Node.js | Python | React,"About Us: We are a leading company in the Accounting and Financial Services sector in Australia with some of the popular brands: 1. leanslate: We deliver bookkeeping, payroll processing, and tax-related services to small-to-medium-sized businesses. 2. ZedPlus: At ZedPlus, we specialise in offering tailored mortgage solutions that meet the diverse needs of our clients, ranging from first-time home buyers to experienced investors. 3. AccountGlobal: We provide outsourced accounting services to accounting firms and large corporations based in Australia. 4. Brokers BackOffice: We offer outsourced loan processing services to residential and commercial mortgage brokers based in Australia Why Join Us: 1. Join our thriving team of 100+ members. 2. Be part of our consistent year-on-year growth journey. 3. Work with reputed brands boasting a robust online presence. 4. Experience the dynamism of a fast-paced, rapidly expanding sector. 5. Collaborate with professionals across diverse fields: accountants, mortgage brokers, startups, and large corporations. Job Role: We are seeking a motivated Fresher IT & Backend Developer (0-6 months experience) who is interested in backend systems, automation, APIs, and cloud environments. This role provides hands-on experience working on live projects and internal automation systems. IT Professional Responsibilities: Front-End Development: 1. Assist in building responsive interfaces using HTML, CSS, and JavaScript 2. Support integration of APIs into web applications 3. Test and debug code for cross-device compatibility Back-End Development: 1. Assist in backend development using Python (Flask) or NodeJS 2 Work with MySQL and MongoDB databases 3. Build and test REST APIs 4. Support automation tasks using Python scripts and cron jobs and automation tools (n8n etc.) 5. Maintain version control using Git and GitHub Collaboration and Technical Support: 1. Work with senior developers on project tasks 2. Assist in managing Linux environments and server configurations 3. Support cloud exposure (AWS EC2 / S3 basics) 4. Assist with NGINX configurations and SSL renewals (Certbot) 5. Help troubleshoot internal technical issues Qualifications: 1. Bachelor's degree in Computer Science / IT (completed or final year) 2.  0-6 months experience (internship acceptable) 3. Basic knowledge of Python and JavaScript 4.  Understanding of REST APIs and databases 5. Ability to work effectively in a remote team environment 6.  Strong learning mindset and problem-solving ability Preferred Skills: 1. Exposure to Flask or NodeJS 2.   Familiarity with React (basic exposure is a plus) 3.  Basic understanding of Linux commands 4.  Awareness of deployment and hosting processes 5. Interest in automation and scripting Compensation: Monthly Salary:    20,000 -    25,000 INR (based on skills and performance) Benefits: 1.  Work remotely from the comfort of your home. 2. Be part of an innovative and growth-oriented company. 3. Collaborate with a diverse and professional team. 4. Opportunities for professional development and career growth.",,python-jobs,https://internshala.com/job/detail/fresher-remote-it-backend-developer-fresher-job-at-zedplus-accounting-and-finance1772101089
Full Stack Developer,Vishvena Techno Solutions Private Limited,AngularJS | CI/CD | CSS | HTML | JavaScript | MongoDB | MySQL | PHP | Python | React | REST API,"Vishvena Techno Solutions Private Limited is an AI and deep technology-focused company dedicated to building innovative solutions. We are committed to solving real-world problems using cutting-edge technologies and are looking for a passionate Full Stack Developer to join our team. Key Responsibilities: 1. Design, develop, and maintain scalable full-stack applications. 2. Collaborate with cross-functional teams, including product managers, designers, and developers. 3. Contribute to the implementation of AI-driven solutions and deep-tech projects. 4. Lead project modules and mentor freshers or junior team members. 5. Develop clean, maintainable, and efficient code for frontend and backend systems. 6. Troubleshoot, debug, and optimize applications for performance and scalability. 7. Design, implement, and document RESTful APIs, and integrate third-party APIs. 8. Participate in code reviews and provide technical guidance to the team. 9. Stay updated with emerging technologies and AI tools, suggesting improvements for existing systems. 10. Evaluate and implement AI tools to enhance application functionality, analytics, and automation.","1. Strong knowledge of frontend technologies: HTML5, CSS3, React.js 2. Strong knowledge of backend technologies: Python with knowledge of Django or FastAPI 3. Understanding of API development and integration (RESTful APIs, third-party services). 4. Knowledge of databases: MySQL, PostgreSQL, MongoDB, or other relational/NoSQL databases. 5. Experience with Git/GitHub for version control. 6. Understanding of CI/CD pipelines and basic cloud concepts is a plus. 7. Experience or willingness to explore and use AI tools for development and analytics. 8. Strong problem-solving, debugging, and analytical skills. 9. Leadership ability and willingness to mentor freshers or junior developers. 10. Good communication skills and ability to work in a collaborative team environment.",python-jobs,https://internshala.com/job/detail/remote-full-stack-developer-job-at-vishvena-techno-solutions-private-limited1772701773
Full Stack Developer,T  H Lab Private Limited,AngularJS | Bubble.io | CSS | HTML | JavaScript | MongoDB | MySQL | Node.js | PHP | Python | React,"We are looking for a talented full stack developer to join our team at T H Lab Private Limited! As a Full Stack Developer, you will be responsible for designing, developing, and maintaining web applications using a variety of technologies, including MySQL, PHP, HTML, CSS, JavaScript, Python, MongoDB, AngularJS, Node.js, React, and Bubble.io. Key Responsibilities: 1. Develop and maintain web applications using a combination of front-end and back-end technologies 2. Collaborate with the design team to ensure seamless integration of UI/UX designs 3. Optimize applications for maximum speed and scalability 4. Troubleshoot and debug issues as they arise 5. Implement security protocols to protect sensitive data 6. Stay up-to-date with new technologies and best practices in web development 7. Work closely with project managers and stakeholders to deliver high-quality products on time and within budget If you are passionate about web development and have a strong background in full-stack development, we would love to hear from you! Join us at T H Lab Private Limited and be a part of an exciting and innovative team.",,python-jobs,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-t-h-lab-private-limited1772102454
Teaching Assistant - DA - Fresher,Sharpener,Data Analytics | Data Visualization | MS-Excel | Power BI | Python | SQL | Statistics,"Key Responsibilities: 1. Support students during doubt-clearing sessions 2. Conduct mock interviews and practice assessments 3. Assist mentors with course delivery and related tasks 4. Guide learners through hands-on, real-world data projects 5. Foster a positive, engaging, and outcome-driven learning environment","1. Strong foundation in Data Analytics concepts 2. Hands-on experience with SQL, Python, Excel, and visualization tools 3. Comfortable using AI tools and Google Colab/Jupyter Notebook 4. Strong storytelling ability to explain data insights effectively 5. Good communication and problem-solving skills 6. Willingness to teach, guide, and support learners",python-jobs,https://internshala.com/job/detail/fresher-remote-teaching-assistant-da-job-at-sharpener1771782837
Associate Backend Developer - Fresher,Desnor Destination,Backend development | Bubble.io | Django | Express.js | HTML | Java | MongoDB | MySQL | Node.js | PHP | Python | REST API,"We are seeking a talented Associate Backend Developer to join our dynamic team at Desnor Destination! If you have a strong background in Backend development and expertise in Java, PHP, MySQL, HTML, Python, MongoDB, Django, Node.js, Express.js, REST API, and Bubble.io, we want to hear from you. Key responsibilities: 1. Collaborate with the development team to design and implement backend solutions for our website and applications. 2. Develop and maintain database schemas and queries using MySQL and MongoDB. 3. Write clean, efficient, and secure code in Java, PHP, Python, and other backend technologies. 4. Integrate frontend elements with server-side logic using Django and Node.js. 5. Create REST APIs for seamless communication between different systems. 6. Optimize application performance and troubleshoot any backend issues that arise. 7. Stay up-to-date with industry trends and best practices to continuously improve our backend infrastructure. If you are passionate about backend development and eager to contribute to innovative projects in the travel industry, apply now to join our team at Desnor Destination!",,python-jobs,https://internshala.com/job/detail/fresher-remote-part-time-associate-backend-developer-job-at-desnor-destination1772119982
Python Developer - Fresher,Trivora Systems,CSS | Django | HTML | Python,"We are seeking a talented Python Developer to join our dynamic team at Trivora Systems. If you are passionate about coding and have a strong background in Python, HTML, CSS, and Django, then we want to hear from you! Key responsibilities: 1. Develop and maintain web applications using Python and Django framework. 2. Collaborate with cross-functional teams to define, design, and ship new features. 3. Optimize applications for maximum speed and scalability. 4. Implement security and data protection measures. 5. Write clean, maintainable, and efficient code. 6. Troubleshoot and debug applications. 7. Stay up-to-date with industry trends and technologies to ensure the best practices are being followed. If you are a creative problem-solver with a passion for technology and innovation, then apply now and be a part of our exciting projects at Trivora Systems!",,python-jobs,https://internshala.com/job/detail/fresher-remote-python-developer-job-at-trivora-systems1772104907
Data Engineer,,,"Job Title: Data Engineer Location: Borivali W, Mumbai Experience: 2-5 Years Job Summary: We are looking for a motivated Data Engineer with 2-5 years of hands-on experience in building and maintaining data pipelines and transformation workflows. The ideal candidate should have strong fundamentals in SQL and Python, along with practical experience in DBT and cloud platforms (Azure or AWS). Key Responsibilities: Develop, maintain, and optimize data pipelines using DBT, Python, and SQL Perform data transformation and modelling to support analytics and reporting needs Work with cloud-based data platforms on Azure or AWS Collaborate with analysts and senior engineers to implement scalable data solutions Ensure data quality, integrity, and performance optimization Participate in code reviews and deployment processes Required Skills (Must Have): 2-5 years of experience in Data Engineering Strong proficiency in SQL and Python Hands-on experience with DBT Experience working on Azure or AWS cloud platforms Experience with PySpark Exposure to CI/CD pipelines Hands-on experience with Databricks or Microsoft Fabric Experience with Data Modeling Version control experience using Git",,big-data-jobs,https://internshala.com/job/detail/data-engineer-job-in-maharashtra-at-onpoint-insights1772704509
Data Analyst,"E-Health Research Center, IIIT-Bangalore",MS-Excel | MS-Office | Power BI | Python | SQL,"Key Responsibilities: 1. Collecting, organizing, analyzing, and interpreting large-scale public health data to help colleagues and clients make decisions. 2. Creating data visualizations and presentations. 3. Performing data mining and warehousing. 4. Analyzing big data. 5. Conducting predictive modeling, pattern analysis, and regression analysis.",1. A bachelor’s or master’s degree in computer science or any engineering field. 2. A postgraduate degree in data analysis or hands-on industry experience in multiple data analytics projects.,big-data-jobs,https://internshala.com/job/detail/data-analyst-job-in-bangalore-at-e-health-research-center-iiit-bangalore1771949991
Big Data Associate - Fresher,Dalal And Dalal Co,Data Preparation | Gemini | MS-Excel,"As a Big Data Associate at Dalal And Dalal Co, you will be an integral part of our data analytics team, utilizing your expertise in MS-Excel, Gemini, and data preparation to drive business insights and decision-making. You will work with large datasets, clean and analyze data, and develop visualizations to communicate findings effectively. Key Responsibilities: 1. Perform data extraction, transformation, and loading using MS-Excel and Gemini tools. 2. Collaborate with cross-functional teams to understand data requirements and deliver actionable insights. 3. Develop and maintain data models and databases to support ongoing analytical needs. 4. Conduct thorough data analysis to identify trends, patterns, and anomalies within the data. 5. Create compelling visualizations and reports to present findings to stakeholders. 6. Stay current on industry trends and best practices in big data analytics to enhance overall data processes. 7. Assist in the development and implementation of data-driven strategies to drive business growth and success. If you are a detail-oriented individual with a passion for data analytics and a strong background in MS-Excel, Gemini, and data preparation, we invite you to join our team and contribute to our company's success. Apply now and be part of a dynamic and innovative work environment at Dalal And Dalal Co.",Have to work from office. work to be done 6 days a week only for 4 hours per day. Joining immediately.,big-data-jobs,https://internshala.com/job/detail/fresher-part-time-big-data-associate-job-in-indore-at-dalal-and-dalal-co1770795149
Software Development Engineer I - Fresher,Amazon,Algorithms | C++ Programming | C Programming | Data Structures | Object Oriented Programming (OOP) | Python,"Your day-to-day responsibilities include: 1. Collaborate with experienced cross-disciplinary Amazonians to conceive, design, and bring innovative products and services to market. 2. Design and build innovative technologies in a large distributed computing environment and help lead fundamental changes in the industry. 3. Create solutions to run predictions on distributed systems with exposure to innovative technologies at incredible scale and speed. 4. Build distributed storage, index, and query systems that are scalable, fault-tolerant, low cost, and easy to manage/use. 5. Design and code the right solutions starting with broadly defined problems. 6. Work in an agile environment to deliver high-quality software.","Basic Qualifications: 1. Bachelor's degree or above in computer science, computer engineering, or related field. 2. Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving, and complexity analysis. 3. Knowledge of programming languages such as C/C++, Python, Java or Perl. Preferred Qualifications: 1. Previous technical internship(s). 2. Experience with distributed, multi-tiered systems, algorithms, and relational databases. 3. Experience in optimization mathematics such as linear programming and nonlinear optimization. 4. Adept at handling ambiguous or undefined problems as well as ability to think abstractly.",big-data-jobs,https://internshala.com/job/detail/fresher-software-development-engineer-i-job-in-multiple-locations-at-amazon1772082288
Big Data Executive - Fresher,Step Out Tech,MS-Word,"We are seeking a dynamic and experienced Big Data Executive to join our team at Step Out Tech. As a key member of our organization, you will be responsible for leveraging your expertise in big data analytics to drive business growth and innovation. Key Responsibilities: 1. Lead the development and implementation of big data strategies and solutions to optimize business performance. 2. Collaborate with cross-functional teams to identify and prioritize data-driven opportunities for growth. 3. Utilize advanced analytics techniques to extract valuable insights from large datasets. 4. Design and implement data governance policies to ensure data quality and security. 5. Partner with IT teams to enhance data infrastructure and streamline data processes. 6. Stay current on industry trends and developments to ensure the company remains at the forefront of big data technology. 7. Present findings and recommendations to senior leadership to inform strategic decision-making. If you are a highly motivated individual with a passion for leveraging data to drive business success, we want to hear from you! Join us at Step Out Tech and be part of a dynamic team that is shaping the future of technology. Apply now and take your career to the next level!",,big-data-jobs,https://internshala.com/job/detail/fresher-remote-part-time-big-data-executive-job-at-step-out-tech1772437873
Big Data Trainee - Fresher,Omadus Infotech,Copywriting | Data entry,"Are you a tech-savvy individual with a passion for all things data-related? Do you have experience in data entry and copywriting? If so, we have the perfect opportunity for you! In copywriting you just need to copy paste the data And in this data entry yoy need to Fill data.. As a Big Data Trainee at our company, you will have the opportunity to learn and grow in a fast-paced and innovative environment. Your role will be crucial in helping us analyze and interpret large sets of data to drive business decisions and strategies. Key Responsibilities: 1. Assist in data entry tasks to ensure accurate and up-to-date information 2. Collaborate with the team to develop and implement data-driven solutions 3. Conduct research and analysis to identify trends and patterns in data 4. Create engaging and informative copy for various marketing materials 5. Support in the development and maintenance of databases 6. Assist in developing data visualization tools for reporting purposes 7. Stay up-to-date on industry trends and best practices in big data and copywriting If you are a detail-oriented individual with a strong work ethic and a desire to learn, we want to hear from you! Join us  and take your career to the next level in the exciting world of big data and copywriting. Apply now!",,big-data-jobs,https://internshala.com/job/detail/fresher-remote-part-time-big-data-trainee-job-at-omadus-infotech1772262641
Data Engineer-AI/ML With US Product Based Company-Pune (Hybrid),,,"Hiring: Data Engineer  AI/ML | Pune | Hybrid | Full-time We are looking for a Data Engineer with strong experience in Machine Learning, MLOps, and Generative AI to join our Engineering team. In this role, you will build and maintain scalable data infrastructure powering AI-driven features in our SaaS product. If youre passionate about AI technologies like Hugging Face, OpenAI, and AWS Bedrock, this role could be a great fit for you! Position: Data Engineer Location: Pune (Hybrid) Mode: Permanent | Full-time Experience: 2+ years (relevant) Responsibilities:- Implement MLOps frameworks for end-to-end ML model lifecycle management. Build maintain data pipelines for training, fine-tuning, and deploying AI/ML models. Integrate and operationalize models using Hugging Face, OpenAI, AWS Bedrock, and similar platforms Optimize and scale data infrastructure for large-scale AI/ML workloads. Evaluate, adopt, and implement best practices for data management, model deployment, and monitoring. Stay aligned with emerging AI/ML tools and technologies to enhance product capabilities. Provide ongoing support, improvements, and troubleshooting for AI/ML implementations. Skill Requirements:- Bachelors/Masters in Computer Science, Engineering, Mathematics, or related field from an institute with NRF ranking. 2+ years of experience in building ML/AI-driven applications. Strong hands-on experience in Data Engineering, MLOps, LLMs, and Generative AI. Proficiency in Python and experience with ML frameworks :TensorFlow / PyTorchMLflow / Kubeflow Experience with Hugging Face, OpenAI, AWS Bedrock, or similar AI platforms. Strong knowledge of Big Data technologies, SQL/NoSQL databases. Familiarity with cloud environments: AWS, Azure, or GCP. Excellent analytical thinking and collaboration skills. Interested candidates can share their resume at niharika.sahu@seventh-contact.com",,big-data-jobs,https://internshala.com/job/detail/data-engineer-ai-ml-with-us-product-based-company-pune-hybrid-job-in-maharashtra-at-seventh-contact-hiring-solutions1772325049
Data Annotator - Fresher,EnFuse Solutions Private Limited,Computer skills | Effective Communication,"EnFuse is on a mission to help its clients transform their businesses into genuinely digital-driven enterprises. With more than 25 years of cumulative experience in digital transformation, EnFuse empowers its clients to take advantage of  data-intensive business processes. We offer a broad range of digital services and integrated solutions across Enterprise  Data  Management, eCommerce & Web Operations, Analytics & Competitive Intelligence, and Business Support Processes. With domain expertise and cutting-edge technology, we enable our clients to reap the best out of digital transformation to overcome their essential cost reduction challenges and create more value for businesses. We are seeking a highly detail-oriented and experienced Tagging Annotation  to join our growing  data  operations team. This role focuses on accurate labelling and  annotation  of insurance-related documents and datasets,playing a critical part intraining high-performing AI/ML models. The ideal candidate will bring a deep understanding of the insurance domain   terms,workflows, and document types   alongside proven annotation experience with complex  data  structures. A. Key Responsibilities: 1. Perform tagging and  annotation  of  such as policies, claims, underwriting forms, and other records. 2. Learn and apply document structures, and workflows while working on  data. 3. Follow clear  annotation  guidelines and ensure accuracy in labeling tasks. 4. Collaborate with senior team members,  data  scientists, and engineers to support  annotation  projects. 5. Participate in quality checks and reviews to ensure consistency in outputs. 6. Gain hands-on experience with  annotation  tools (e.g., Labelbox, CVAT, or other internal platforms). 7. Maintain productivity and meet daily/weekly targets. B. Job Details: 1. Role:  Data Annotation 2. Work Location:  Mira Road 3. Shifts:  Flexible Day/Night  Shift (Office) 4. Contract: 6 Months 5. Company Website:  https://www.enfuse-solutions.com/","1. Strong attention to detail and willingness to learn. 2. Basic understanding of the insurance domain (policies, claims, underwriting, etc.) will be a plus. 3. Good communication and teamwork skills. 4. Ability to follow processes and guidelines accurately.",big-data-jobs,https://internshala.com/job/detail/fresher-data-annotator-job-in-mumbai-at-enfuse-solutions-private-limited1771553595
Data Engineer,Accenture,Effective Communication | Microsoft Azure | Problem Solving,"Key responsibilities: 1. Function as the Junior Data Architect for a small, simple project/proposal or as a team lead for small/medium sized project 2. Discuss specific data architecture and data related issues with data architect/team (in area of expertise) 3. Analyze and assess the impact of the requirements on the data and its lifecycle 4. Lead Big data architecture and design of small implementation of Lambda architecture 5. Breadth of experience in various client scenarios and situations 6. Thought leadership and innovation 7. Experience in creation of new data assets & offerings 8. Experience in handling OLTP and OLAP data workloads","1. Strong experience in Azure is preferred with hands-on experience in two or more of these skills : Azure Synapse Analytics, Azure HDInsight, Azure Databricks with PySpark / Scala / SparkSQL, Azure Analysis Services 2. Experience in one or more Real-time/Streaming technologies including: Azure Stream Analytics, Azure Data Explorer, Azure Time Series Insights, etc. 3. Candidate must have 3-7 years of IT experience and around 1-3 years of extensive Big data experience 4. Experience working in medium to large Analytics projects 5. Experience in using the required best practices and collaborate with Data Architect as required",big-data-jobs,https://internshala.com/job/detail/data-engineer-job-in-noida-at-accenture1772641224
Data Engineer,,,"Roles & Responsibilities: Manage the analytics data warehouse and implement analytical database design principles and business process best practices. Develop and support data pipelines, data lake, and data warehouse solutions; unlock value from data to support business decisions. Deliver clean data sets and products to product owners, analytics teams, and end users. Model data to create straightforward data APIs enabling front-end developers to connect visual components easily. Maintain and monitor data pipeline services and business intelligence platforms. Apply engineering best practices to deliver well-defined, tested, documented, and code-reviewed shared data sets. Identify, design, and implement process improvementsautomation, optimizing data delivery, and infrastructure redesign for scalability. Support analytical requests cross-functionally from internal and external stakeholders. Create and maintain optimal data pipeline architecture. Assemble complex data sets meeting functional and non-functional business requirements. Build infrastructure for data extraction, transformation, and loading from diverse sources using ingestion techniques and AWS technologies. Develop data tools for analytics and data science teams to build and optimize products as industry leaders. Collaborate with data and analytics experts to enhance functionality in data systems. Establish scalable, efficient, automated processes for large-scale data analyses, model development, validation, and implementation. Solve complex data challenges and deliver actionable insights to achieve business goals. Create data products that boost analytics and data scientist productivity. Skill Set Required: Must have: Experience developing data solutions on cloud computing platforms, preferably GCP. 2+ years hands-on experience with frameworks such as Python, Java, or Scala. Skills in Python; Google BigQuery, Google Storage, Cloud Composer, Dataflow; Google PubSub; SQL; Ansible; Tableau APIs; Jenkins; and Shell scripting. Nice to have: Experience with Data Warehouse and ETL migrations. Advanced SQL skills and familiarity with various relational databases and complex query authoring. Experience with Scala, Python, PySpark, Java, REST API, Microservices, etc. Experience in restaurant or retail operations is preferred but not mandatory.",,big-data-jobs,https://internshala.com/job/detail/remote-data-engineer-job-at-papa-johns-global-capability-center1772017629
Data Engineer,,,"Role: AWS Data Engineer Exp: 2-4 Years Location: Gurugram (Hybrid) Must-Have Skills: Pass out from any IIT Institute 2-4 Years of experience as a Data Engineer Strong technical expertise in SQL Advanced SQL querying skills (joins, subqueries, CTEs, aggregation) Strong knowledge of joints and common table expressions (CTEs) Strong experience with Python Experience in Snowflake, ETL, SQL, CI/CD Strong expertise in ETL process and with various data model concepts Knowledge of Star Schema and snowflake schema Good to know about AWS services such as S3, Athena, Glue, EMR/Spark with a major emphasis on S3 and Glue. Good-to-Have Skills: Experience with Big Data Tools and technologies Good Understanding of data structures and data analysis Knowledge of Insurance Domain is an addition. Qualifications: Bachelors or masters degree from IIT.",,big-data-jobs,https://internshala.com/job/detail/data-engineer-job-in-haryana-at-exl1772238925
Data Engineer (Analyst),,,"Job Title: Data Engineer (Analyst) Experience: 2.5 to 5Years Location: PAN India (Remote/On-siteas applicable) About the Role: We are looking for Data Engineer (Analyst) to build andmaintainreliable data pipelines and analytics-ready datasets thatpowerBI reporting, product insights, and business decision-making.Youllwork across multiple data sources, model clean reporting layers, and ensure data quality end-to-end. Key Responsibilities: Build andmaintainscalable ETL/ELT pipelines (batch and incremental) using SQL + Python Integrate data from databases, APIs, SaaS tools, event data, and flat files Design analytics-ready data models (star schema/marts) for self-serve reporting Create andoptimizetransformations in a cloud warehouse/lakehouse(e.g., Snowflake,BigQuery, Redshift, Synapse, Databricks ) Partner with stakeholders to define KPIs, metric logic, and reporting requirements Maintain dashboards and reporting outputs in tools like Power BI, Tableau, Looker, or Sigma Implement data quality checks , monitoring, alerts, and documentation to keep datasets trusted Tune performance and cost (incremental loads, partitioning, query optimization, file formats) Required Skills: Strong SQL skills (CTEs, window functions, joins, aggregations, optimization) Strong Python skills for transformations and automation Hands-on experience with at least one cloud platform: AWS / Azure / GCP Experience with a modern data warehouse/lakehouse (Snowflake/BigQuery/Redshift/Synapse/Databricks) Solid understanding of ETL/ELT patterns (incremental loads, retries, idempotency, basic CDC) Comfort with data modeling for analytics and BI reporting Experience building stakeholder-friendly reporting in a BI tool (Power BI/Tableau/Looker/Sigma) Nice to have: Orchestration tools: Airflow,dbt,Dagster, Prefect, ADF, Glue , etc. Streaming/event data: Kafka, Kinesis, Pub/Sub Monitoring/logging: CloudWatch, Azure Monitor, GCP Monitoring, Datadog CI/CD + Git-based workflows for data pipelines",,big-data-jobs,https://internshala.com/job/detail/remote-data-engineer-analyst-job-at-canopus-infosystems-a-cmmi-level-3-company1772325166
Big Data Manager - Fresher,Zulitech Solution,Java,"As a Big Data Manager at Zulitech Solutions, you will have the opportunity to lead a team of talented individuals in leveraging cutting-edge technology to revolutionize data management. Your expertise in Java will be essential in developing and implementing strategies to optimize our data processing systems. Key responsibilities: 1. Develop and maintain Java-based applications for data processing and analysis. 2. Design and implement scalable and efficient data pipelines for large volumes of data. 3. Collaborate with cross-functional teams to identify and address data management needs. 4. Implement best practices for data security and compliance. 5. Lead the team in troubleshooting and resolving technical issues related to data processing. 6. Stay current with industry trends and advancements in Big Data technologies. 7. Provide guidance and mentorship to team members to foster professional development and growth. If you are a dynamic and driven individual with a passion for Big Data and Java, we invite you to join our team at Zulitech Solutions and play a crucial role in shaping the future of data management. Apply now and be part of a company that is at the forefront of innovation and technology.",,big-data-jobs,https://internshala.com/job/detail/fresher-remote-big-data-manager-job-at-zulitech-solution1772261961
Junior Python Developer - Fresher,Time Line Investments,Backend development | Big Data Analytics | Data Analysis | Data Cleaning | Django | Flask | GitHub | Logical reasoning | Machine Learning | Matplotlib | NumPy | Pandas | Python | REST API | Snowflake | SQL | Streamlit | Tinkercad,"As a junior Python developer at Time Line Investments, you will have the opportunity to work on cutting-edge projects in the finance industry. You will be responsible for creating and maintaining Python applications, developing backend systems, and utilizing machine learning algorithms to analyze big data for investment strategies. Your knowledge of Django, Flask, and REST API will be crucial in building scalable and efficient web applications. Key Responsibilities: 1. Develop and maintain Python applications for data analysis and backend development. 2. Collaborate with the data analysis team to clean and process large datasets using NumPy, Pandas, and Snowflake. 3. Implement machine learning algorithms for predictive modeling and data visualization with Matplotlib and Streamlit. 4. Utilize GitHub for version control and collaboration with other developers. 5. Build RESTful APIs for seamless integration of various systems. 6. Work on projects involving logical reasoning and critical thinking to optimize investment strategies. 7. Stay updated on the latest technologies and trends in data analysis and big data analytics to contribute to the company's growth and success. 8. Participate in team discussions, sprint meetings, and contribute innovative ideas for product improvements. 9. Assist in reviewing code changes and learning best coding practices through mentorship. 10. Stay updated with trends in Python development, trading tech, and data engineering.","1. Basics of the stock market are a plus. 2. Basics of financial products. 3. Good skillset for Python. 4. Willingness to learn. 5. Entrepreneurial mindset. 6. Should have hands-on experience in Jupiter Books, Anacond or VS Code for code deployment and editing.",big-data-jobs,https://internshala.com/job/detail/fresher-junior-python-developer-job-in-multiple-locations-at-time-line-investments1768375589
Data Engineer,,,"We are seeking a skilled Data Engineer to join our team. This role will play a crucial part in this exciting time of our companys exponential growth. The ideal candidate is hard-working and excited by the prospect of optimizing, owning, and growing the teams data architecture to support the ongoing data projects and data product development! As our Data Engineer you will support the cross-functional analytics team  which is comprised of executives, data analysts, and data scientists  across multiple initiatives and will ensure efficient data delivery is standardized across the teams data warehouse. What you'll be doing: Crafting and maintaining efficient data pipeline architecture Assembling large, complex data sets that meet functional / non-functional business requirements Identifying, crafting, and implementing internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Building the infrastructure required for efficient extraction, transformation, and loading (ETL) of data from a wide variety of data sources using SQL and big data technologies Working with technical and non-technical stakeholders to assist with data-related technical issues and support their data infrastructure needs Working with the team to strive for clean and meaningful data, and greater functionality and flexibility within the teams data systems What you bring to the table: 2+ years of experience in a data engineering role BTech in computer science or equivalent from tier 1 colleges Advanced working SQL knowledge, query authoring, database optimization, and experience working with relational databases Experience with object-oriented/object function scripting languages: SQL, Python, R, Scala, etc Strong project management and organizational skills Experience supporting and working with cross-functional teams in a dynamic environment Experience building, maintaining, and optimizing data pipelines, architectures, and data sets Experience cleaning, testing, and evaluating data quality from a wide variety of ingestible data sources Design processes supporting data transformation, data structures, metadata, dependency, and workload management Experience with manipulating, processing, and extracting value from large, disconnected datasets including structured, semi-structured and unstructured data Experience with Azure, AWS or Google GCP cloud services Preferred experience with data platforms/tools: Databricks, Azure Synapse Analytics, Azure Data Lake Storage.",,big-data-jobs,https://internshala.com/job/detail/remote-data-engineer-job-at-marslytics1772757125
Alteryx Developer,,,"We are looking for an experienced Alteryx Developer to join our team on a remote, contract basis. The role is for 6 months with a strong possibility of extension. The ideal candidate should have 4+ years of hands-on experience in data analytics and automation using Alteryx. You will be responsible for designing, developing, and optimizing Alteryx workflows to support business intelligence and data-driven decision-making. Experience with Power BI is required for data visualization and reporting. Exposure to Redshift and DataFlux is good to have. The role requires strong analytical skills, the ability to work independently, and effective collaboration with cross-functional teams. Working hours will follow IST.",,big-data-jobs,https://internshala.com/job/detail/alteryx-developer-job-in-multiple-locations-at-aliqan-technologies1768350611
